epoch,train_loss,train_bs,train_cloc,train_beta,train_dice,train_precision,train_recall,train_hd95,train_assd,train_ipe,train_mem,val_loss,val_bs,val_cloc,val_dice,val_precision,val_recall,val_hd95,val_assd,val_ipe,val_mem
1,0.2492688062068607,0.2609093338251114,0.24150846898555756,0.006666666666666667,52.40049107142857,59.517008928571435,59.68714285714287,146.580625,39.52370535714286,0.3078874913709504,10.865014633962087,0.3065912557455401,0.21344589814543724,0.3686881586909294,54.51722222222223,43.48166666666667,91.42555555555556,175.95888888888888,58.07444444444445,1.7036890453762479,6.418898741404216
2,0.16515154734120838,0.16752329096198082,0.1635703705251217,0.013333333333333334,65.12589285714286,69.72299107142857,69.4585267857143,112.91223214285714,29.764241071428575,0.12095105541603907,10.396286947386606,0.16900600803395113,0.18723435327410698,0.15685376897454262,61.77,73.49361111111112,60.31527777777779,102.89083333333333,27.77111111111111,0.046486748589409724,2.806817770004272
3,0.12743777847416432,0.12342523597180843,0.1301128026098013,0.020000000000000004,71.76580357142856,74.6275892857143,75.6165625,97.3316964285714,25.63705357142857,0.09955559564488276,10.396426051855086,0.11008026026603249,0.1273297369480133,0.09858059696853161,73.97972222222221,76.5375,76.19166666666666,70.92555555555555,19.203333333333337,0.04726860920588175,2.806069890658061
4,0.10984886393167212,0.11056014150381088,0.10937467403709888,0.02666666666666667,75.15566964285713,78.7158482142857,76.73799107142858,90.30955357142858,22.87651785714286,0.10095205157995224,10.396860714469637,0.1506684087216854,0.1790598537772894,0.13174077309668064,65.53083333333333,76.38944444444445,62.461111111111116,96.60583333333335,26.348055555555554,0.045777340730031334,2.80648402372996
5,0.10119385994039476,0.09668974578380585,0.10419660247862339,0.03333333333333333,76.86705357142857,79.65044642857144,79.19513392857144,84.79299107142857,21.390267857142856,0.09668165338890893,10.397113851138524,0.14253828095065224,0.15542196668684483,0.1339491568505764,67.15361111111112,78.32194444444444,65.34972222222223,102.00361111111111,25.754722222222224,0.04673982328838772,2.806687302059597
6,0.0988306609963599,0.09260240383446217,0.10298283770680428,0.04000000000000001,77.73151785714285,80.50991071428572,80.39875,82.23441964285715,20.905535714285712,0.10362844062702996,10.39636704325676,0.2088073677279883,0.26661205664277077,0.1702709160745144,58.00083333333333,72.97472222222223,53.11638888888889,108.8761111111111,32.10027777777778,0.04707827170689901,2.8062535656823053
7,0.09041761540408644,0.08586325496435165,0.09345386177301407,0.04666666666666667,79.21258928571429,81.65343750000001,81.0924107142857,85.91321428571428,20.189598214285716,0.11252750349896294,10.396895727940969,0.1116389780719247,0.11145725101232529,0.11176012270152569,76.2475,72.99111111111111,87.2461111111111,94.30055555555556,22.814722222222223,0.04719787173800998,2.8060638904571533
8,0.08654702597829914,0.08401251398026943,0.08823669888079166,0.05333333333333334,80.13571428571429,82.32080357142856,82.28986607142856,78.92004464285715,18.871250000000003,0.10418032216174261,10.396784322602409,0.08574788531081545,0.08429025486111641,0.08671963773667812,80.86444444444444,85.40083333333332,80.53500000000001,76.8086111111111,18.674444444444443,0.04702353477478027,2.8065818945566816
9,0.07638793528063356,0.07154481299221516,0.07961669377982616,0.06,82.85714285714285,84.88808035714287,84.47214285714286,74.50825892857145,16.960714285714282,0.11213574558496475,10.396494252341135,0.13135007784391445,0.13356827944517136,0.12987126782536507,73.7161111111111,83.515,71.08416666666668,79.60222222222221,19.405,0.04619068569607205,2.8065445158216686
10,0.07902575042265068,0.0713405404239893,0.08414922654628754,0.06666666666666667,82.24428571428572,84.61419642857143,83.40200892857145,76.80276785714287,17.899464285714284,0.11540218442678452,10.397185334137507,0.12063300419443598,0.12091260962188244,0.12044658698141575,75.94305555555556,90.495,70.84555555555555,66.28305555555555,18.019444444444442,0.04696910911136203,2.806170741717021
11,0.06723263338374506,0.061615499667823315,0.07097738794982433,0.07333333333333333,85.0678125,86.84370535714285,86.50410714285717,73.27160714285715,16.00477678571429,0.11073265756879534,10.396380594798497,0.18715109831343096,0.2118680626153946,0.17067312076687813,64.2238888888889,81.88166666666666,58.94777777777777,83.32777777777778,22.9725,0.04602895842658149,2.8063824706607394
12,0.0586294858076144,0.052313859574496746,0.06283990666270256,0.08000000000000002,87.00343749999999,88.98441964285713,87.53745535714285,67.9422767857143,14.244375000000003,0.10885010872568403,10.397091997521265,0.11159107960864073,0.10256554558873177,0.1176080983132124,76.5,89.49527777777779,70.91333333333333,74.44972222222222,17.518888888888892,0.04757877190907796,2.8061916563245988
13,0.06303512862567523,0.05618936847895384,0.0675989706069231,0.08666666666666667,86.17535714285715,88.09553571428572,87.14133928571428,69.42392857142859,14.881875,0.10811614351613182,10.39711457490921,0.17732720459914872,0.1868680976331234,0.1709666009992361,65.46,91.05972222222223,57.52722222222222,81.99833333333333,25.0125,0.04728297392527262,2.8062120543585882
14,0.06226052933405819,0.055385383777320385,0.06684396974742413,0.09333333333333334,86.27241071428571,87.8027232142857,87.70263392857143,72.81959821428569,15.2890625,0.10654333872454508,10.396986237594058,0.11202846188098192,0.11509145610034466,0.10998646356165409,76.57083333333334,90.24138888888889,70.50555555555556,68.34305555555555,17.349722222222223,0.047163175212012395,2.806326150894165
15,0.053824313230247105,0.048928720876574516,0.057088036090135574,0.1,88.1110267857143,89.57553571428573,89.15741071428569,65.13044642857142,13.577276785714282,0.1145469376019069,10.397378014666693,0.04560514824050996,0.042413105722516775,0.04773317277431488,89.25361111111111,89.88749999999999,90.88694444444444,51.915277777777774,11.125277777777779,0.04642620351579454,2.8066312074661255
16,0.045730926241958514,0.04206125158816576,0.04817738104611635,0.10666666666666667,90.09299107142857,91.44308035714286,90.82504464285714,60.58388392857144,12.018214285714286,0.116212717124394,10.39654758146831,0.05017257479226424,0.04824306769296527,0.051458909176290035,89.16805555555555,88.58722222222222,93.52527777777776,64.29611111111112,13.754999999999999,0.046288278367784284,2.806285990609063
17,0.045241396924081655,0.040007918141782284,0.04873037990182638,0.11333333333333334,90.22906250000001,91.50669642857144,90.84517857142856,57.20683035714285,11.659464285714286,0.11083018141133445,10.396460388387954,0.04560506681445986,0.045408583246171474,0.04573605488985777,89.02444444444444,87.6863888888889,93.30083333333334,55.82611111111111,12.044166666666666,0.046810534265306264,2.8066293133629694
