epoch,train_loss,train_b,train_dsc,train_alpha,train_dice,train_precision,train_recall,train_hd95,train_assd,train_ipe,train_mem,val_loss,val_b,val_dsc,val_dice,val_precision,val_recall,val_hd95,val_assd,val_ipe,val_mem
11,0.13503550897751534,0.25917383283376694,0.11969257704913616,0.10999999999999999,88.03714285714287,88.77531250000001,89.85995535714285,53.64825892857142,13.157723214285713,0.09782744305474417,10.395457429545266,0.13108742381963465,0.231891680508852,0.1186284776777029,88.1425,90.53583333333333,86.9386111111111,60.33277777777778,15.681111111111111,0.05209339327282375,2.806419266594781
12,0.13176733073279528,0.24440733343362808,0.11640732735395432,0.11999999999999998,88.36473214285715,88.81160714285714,90.55558035714284,52.73473214285714,12.480892857142857,0.09901975521019528,10.395457429545266,0.13743513563854826,0.2367757149040699,0.12388869188725948,87.6175,88.57111111111111,88.13000000000001,64.585,14.746944444444445,0.04751485586166382,2.805711428324382
13,0.12862622283864766,0.25051265209913254,0.11041332222521305,0.12999999999999998,88.965625,89.95455357142858,90.64745535714285,52.78272321428571,12.285401785714285,0.0961238933461053,10.395457429545266,0.1799377483419246,0.2817418649792671,0.1647256575524807,83.53861111111111,79.67666666666668,91.07833333333332,100.20944444444444,22.539444444444445,0.04848091469870673,2.806419266594781
14,0.1224256039464048,0.2619723454117775,0.0997086875140667,0.13999999999999999,90.03656249999999,90.68589285714286,91.39580357142859,50.25120535714285,11.660357142857142,0.10265400367123739,10.395457429545266,0.10561797245302135,0.23023666813969612,0.08533120900392532,91.47333333333333,95.0025,89.11611111111111,45.70722222222222,11.07611111111111,0.05000769429736667,2.805711428324382
15,0.13032553925378515,0.24395881965756416,0.11027262173593044,0.15,88.9815625,90.18008928571427,90.60982142857142,50.869910714285716,11.75799107142857,0.10166009089776448,10.395457429545266,0.14285674753288427,0.22455989941954613,0.1284385360777378,87.16472222222222,91.06277777777777,85.7313888888889,62.18138888888888,15.518055555555556,0.05215436882442899,2.806419266594781
16,0.11443256097845733,0.25226303189992905,0.08817914873361588,0.16,91.1886607142857,92.22142857142856,91.84598214285715,47.112500000000004,10.309732142857143,0.10115595481225421,10.395457429545266,0.11277116524676482,0.23929015919566154,0.08867231197655201,91.14111111111112,92.84277777777777,90.63444444444444,57.2975,12.888055555555555,0.05324854453404744,2.805711428324382
17,0.10077199873714043,0.25373922288417816,0.06944135949015617,0.17,93.06415178571429,93.82544642857144,93.51500000000001,41.48308035714286,8.373750000000001,0.10325261631182261,10.395457429545266,0.11872869398858812,0.23495803028345108,0.09492269158363342,90.51666666666668,92.965,88.81944444444446,72.58722222222222,14.198611111111111,0.049852192401885986,2.806419266594781
18,0.10067633990131851,0.2507481314241886,0.06773375999182463,0.18000000000000002,93.23330357142855,94.32482142857143,93.43191964285714,42.29540178571428,8.568883928571427,0.09891092138631002,10.395457429545266,0.10984334649725093,0.2417965792119503,0.08087800070643425,91.91555555555556,91.97444444444446,92.7686111111111,64.63166666666666,12.606388888888889,0.047965314653184675,2.805711428324382
19,0.10627928656426125,0.2566329091787338,0.07101116329431534,0.19000000000000003,92.9045982142857,93.99906250000002,93.45281250000001,43.8159375,8.84848214285714,0.10292745168719973,10.395457429545266,0.10133760117201342,0.2479797638952732,0.06694005709141493,93.31055555555557,92.07055555555554,95.08194444444445,59.191388888888895,12.397222222222222,0.048377917872534856,2.806419266594781
20,0.09060371302933032,0.2619951590895653,0.04775586258620024,0.20000000000000004,95.23080357142857,95.65316964285716,95.7572767857143,33.640625,6.413214285714287,0.09743283901895795,10.395457429545266,0.1009194348524842,0.24899454042315483,0.06390065606683493,93.61444444444444,92.25888888888889,95.38333333333334,53.824999999999996,11.415555555555555,0.0492346551683214,2.805711428324382
21,0.09969772809251612,0.25519464537501335,0.05836310610175133,0.21000000000000005,94.16879464285714,95.17397321428572,94.4502232142857,35.32316964285714,7.228571428571428,0.09806936447109495,10.395457429545266,0.10473394518097241,0.2350727990269661,0.07008690759539604,93.0002777777778,95.14750000000001,91.27888888888887,48.094166666666666,10.675,0.04704562160703871,2.806419266594781
22,0.10344792295446885,0.25675421953201294,0.060207691974937916,0.22000000000000006,93.98464285714287,94.86924107142858,94.60218749999999,38.90107142857143,7.746696428571429,0.1050406236733709,10.395457429545266,0.11499333640353547,0.25899357721209526,0.07437788974493742,92.56472222222223,90.05972222222223,96.22027777777778,70.00722222222223,14.232777777777777,0.04768302705552843,2.805711428324382
23,0.09495312096883676,0.2529984787106514,0.04774477146565914,0.23000000000000007,95.2303125,95.83200892857143,95.67044642857142,35.45736607142857,6.6509374999999995,0.10195259111268179,10.395457429545266,0.09464445461829504,0.24412086606025696,0.04999565426260233,95.0025,94.46083333333333,95.70444444444445,37.33583333333334,8.152777777777779,0.05083987447950575,2.806419266594781
24,0.09191515569442085,0.2552395313978195,0.040339039638638496,0.24000000000000007,95.97,96.66049107142857,96.10125000000002,29.7896875,5.417678571428572,0.10119220295122691,10.395457429545266,0.11190537772037917,0.25714077800512314,0.06604156829416752,93.39555555555555,91.2763888888889,96.46333333333334,55.50138888888888,12.231666666666667,0.04707414574093288,2.805711428324382
25,0.09371435540794795,0.2523641958832741,0.04083108715713024,0.25000000000000006,95.92022321428573,96.70071428571428,96.05651785714286,29.96991071428571,5.609419642857143,0.10189772184406008,10.395457429545266,0.10208990637006032,0.2398579716682434,0.05616722069680691,94.39027777777778,95.42499999999998,93.8775,40.335277777777776,8.600277777777777,0.0477197700076633,2.806419266594781
26,0.09006309687226477,0.252839382737875,0.03287143586203456,0.26000000000000006,96.71589285714285,97.23392857142858,96.5504017857143,28.19142857142857,5.127276785714287,0.09925559482404164,10.395457429545266,0.09545318818547659,0.24315768852829933,0.043557015247642994,95.64833333333334,95.73027777777779,95.70666666666666,33.911944444444444,7.176111111111112,0.04781932300991482,2.805711428324382
27,0.09719655078203818,0.25033651664853096,0.04055574722588062,0.2700000000000001,95.94763392857143,96.8138392857143,95.80080357142855,29.117053571428574,5.4850892857142854,0.09636584456477847,10.395457429545266,0.10550450538802478,0.2496267892420292,0.05219899956136942,94.78222222222222,93.50444444444443,96.39305555555556,40.96944444444445,8.503333333333334,0.04728547069761488,2.806419266594781
28,0.09873592090194247,0.26227041333913803,0.03513917699456215,0.2800000000000001,96.48897321428572,97.22138392857144,96.46705357142856,24.70647321428571,4.523348214285715,0.0982469767332077,10.395457429545266,0.10599663863993353,0.24718014895915985,0.05109194479882717,94.89500000000001,95.13583333333332,95.07444444444445,35.64527777777778,8.29861111111111,0.050168818897671164,2.805711428324382
29,0.10100555762515535,0.2603141963481903,0.035935839638113976,0.2900000000000001,96.40941964285716,96.80892857142855,96.72776785714288,26.711696428571422,4.8142410714285715,0.09591953137091229,10.395457429545266,0.10158256037781636,0.24868755415081978,0.04149742843583226,95.85305555555556,94.61666666666667,97.3386111111111,36.56999999999999,8.094166666666666,0.04696862565146552,2.806419266594781
30,0.09514061087975278,0.254831463098526,0.026701681781560183,0.3000000000000001,97.33294642857142,97.89187499999998,97.2691964285714,22.569687499999997,3.939866071428572,0.09718066134623118,10.395457429545266,0.10218377385495439,0.243933767080307,0.041433770675212145,95.85972222222222,95.83083333333335,95.99083333333334,35.034444444444446,6.874722222222221,0.04818126228120592,2.805711428324382
31,0.09808699209575673,0.2596551477909088,0.025498405564576387,0.3100000000000001,97.45299107142856,97.88906250000001,97.42308035714285,21.28848214285714,3.8339285714285714,0.09854214106287273,10.395457429545266,0.10245075749440326,0.249235387891531,0.036504040006548166,96.35166666666666,95.43055555555556,97.50611111111111,34.434444444444445,7.862222222222223,0.047737161318461105,2.806419266594781
32,0.10461516423882651,0.2644733637571335,0.029387797228991985,0.3200000000000001,97.06401785714284,97.84973214285714,97.08424107142858,21.720580357142858,3.9923214285714277,0.09825116395950317,10.395457429545266,0.10435858073954782,0.2450328767299652,0.03815891453996301,96.18777777777777,95.8536111111111,96.73249999999999,33.32861111111111,6.630833333333333,0.04831539922290379,2.805711428324382
33,0.09949025049406503,0.2471463792026043,0.026764111127704382,0.3300000000000001,97.32669642857144,97.65330357142857,97.72758928571427,20.232455357142854,3.6940178571428572,0.09289100021123886,10.395457429545266,0.10643311186383167,0.24971766769886017,0.035860118456184864,96.41527777777777,95.66944444444445,97.43277777777777,32.68333333333333,7.899444444444446,0.04729443126254612,2.806419266594781
